image_id,question,category,concise_prompt,n_descriptions_used
2468,"The point $ O$ is the center of the circle circumscribed about $ \triangle ABC$, with $ \angle BOC = 120^\circ$ and $ \angle AOB = 140^\circ$, as shown. What is the degree measure of $ \angle ABC$?
<image1>",metric geometry - angle,"Draw a circle with a triangle inscribed within it, having vertices labeled A, B, and C. The circle's center is labeled O, with radii OA, OB, and OC connecting to each vertex. Label angles at O as ∠AOB = 140° and ∠BOC = 120°. Position A at the lower-left, B at the top, and C at the lower-right of the circle. Use solid black lines for the circle, triangle sides, and radii, on a white background.",4
2469,"A ship sails $ 10$ miles in a straight line from $ A$ to $ B$, turns through an angle between $ 45^{\circ}$ and $ 60^{\circ}$, and then sails another $ 20$ miles to $ C$. Let $ AC$ be measured in miles. Which of the following intervals contains $ AC^2$?
<image1>",metric geometry - length,"Draw a triangle with vertices A, B, and C. A is at the lower left, B is to the right of A, and C is above and to the right of B. Connect A to B with a solid line labeled ""10"" below it, and B to C with a solid line labeled ""20"" near its middle. Connect A to C with a dashed line. All lines and labels are black on a white background.",4
2470,"The set $ G$ is defined by the points $ (x,y)$ with integer coordinates, $ 3\le|x|\le7$, $ 3\le|y|\le7$. How many squares of side at least $ 6$ have their four vertices in $ G$?
<image1>",analytic geometry,"Draw a 2D Cartesian coordinate system with a solid horizontal x-axis and solid vertical y-axis intersecting at the center. Label the x-axis with ""-7"", ""-3"", ""3"", ""7"" and the y-axis with ""-7"", ""-3"", ""3"", ""7"". In each quadrant, draw a 5x5 grid of small solid black dots, totaling 100 dots. Ensure the dots are evenly spaced and the grids are symmetrical around the axes.",4
2471,"Rectangle $ ABCD$, pictured below, shares $50\%$ of its area with square $ EFGH$. Square $ EFGH$ shares $20\%$ of its area with rectangle $ ABCD$. What is $ \frac{AB}{AD}$?
<image1>",metric geometry - length,"Draw a diagram with a square labeled EFGH on the left and a rectangle labeled ABCD overlapping it, where the left edge of ABCD lies within EFGH. Label the vertices of the square as E, F, G, H, and the vertices of the rectangle as A, B, C, D. The rectangle's top and bottom edges cut across the square, creating a horizontal band. Shade the overlapping region between the square and rectangle with a medium-dark gray color. Position A and D near the left edge of the square, B near the top-right corner of the rectangle, and C near the bottom-right corner of the rectangle.",4
2472,"A big $ L$ is formed as shown. What is its area?
<image1>",metric geometry - area,"Draw a 2D L-shaped polygon with a vertical segment on the left and a horizontal segment at the bottom. Label the top of the vertical segment with ""2"", the left side of the vertical segment with ""8"", the right side of the horizontal segment with ""2"", and below the horizontal segment with ""5"". The L-shape has right-angled corners and is formed by two connected rectangles. Use solid black lines on a white background.",4
2473,"There are 5 coins placed flat on a table according to the figure. What is the order of the coins from top to bottom?

<image1>",descriptive geometry,"Draw a 2D diagram with 5 equal-sized, overlapping circles, each containing a single uppercase letter label (A, B, C, D, E) in black. Position the circles in a compact cluster: A near the top center, B on the left, C on the right, D at the bottom-left, and E at the bottom-right. Ensure the circles overlap significantly, with solid black outlines and no fill, on a white background.",4
2474,"A unit cube has vertices $P_1, P_2, P_3, P_4, P_1', P_2', P_3'$, and $P_4'$. Vertices $P_2, P_3$, and $P_4$ are adjacent to $P_1$, and for $1\leq i\leq 4$, vertices $P_i$ and $P_i'$ are opposite to each other. A regular octahedron has one vertex in each of the segments $P_1P_2, P_1P_3, P_1P_4, P_1'P_2', P_1'P_3'$, and $P_1'P_4'$. What is the octahedron's side length?
<image1>",solid geometry,"Draw a 3D wireframe cube with 8 vertices labeled $P_1, P_2, P_3, P_4, P_1', P_2', P_3',$ and $P_4'$, and an inscribed regular octahedron formed by connecting points on the cube's edges. Use solid black lines for the cube's edges and solid gray lines for the octahedron's edges, with dashed gray lines indicating hidden edges. Place the cube in a standard oblique perspective with $P_1$ at the bottom front left and $P_1'$ at the top front left.",4
2475,"Square $AXYZ$ is inscribed in equiangular hexagon $ABCDEF$ with $X$ on $\overline{BC}$, $Y$ on $\overline{DE}$, and $Z$ on $\overline{EF}$. Suppose that $AB=40$, and $EF=41(\sqrt{3}-1)$. What is the side-length of the square?

<image1>",metric geometry - length,"Draw a hexagon with vertices labeled A, B, C, D, E, F in a clockwise direction, and a dashed quadrilateral inside with vertices A, X, Y, Z. Place X on the side between B and C, Y on the top side between E and D, and Z on the side between F and E. Label all vertices with their respective letters.",4
2476,"Let $S=\{(x,y) : x \in \{0,1,2,3,4\}, y \in \{0,1,2,3,4,5\}$, and $(x,y) \neq (0,0) \}$. Let $T$ be the set of all right triangles whose vertices are in $S$. For every right triangle $t=\triangle ABC$ with vertices $A$, $B$, and $C$ in counter-clockwise order and right angle at $A$, let $f(t)= \tan (\angle CBA)$. What is
\[ \prod_{t \in T} f(t) \] ?
<image1>",combinatorial geometry,"Draw a 5x6 grid of small black filled circles, with one hollow circle at the bottom-left corner. To the left of the grid, place a black italic label ""S"" roughly centered vertically. Ensure the grid is evenly spaced and the background is white.",4
2477,"Triangle $ABC$ is equilateral with $AB=1$. Points $E$ and $G$ are on $\overline{AC}$ and points $D$ and $F$ are on $\overline{AB}$ such that both $\overline{DE}$ and $\overline{FG}$ are parallel to $\overline{BC}$. Furthermore, triangle $ADE$ and trapezoids $DFGE$ and $FBCG$ all have the same perimeter. What is $DE+FG$?
<image1>",metric geometry - length,"Draw a large equilateral triangle ABC with vertices A, B, and C. Label points D and F on the base AB, and points E and G on the left side AC. Add two interior line segments DE and FG, parallel to each other and to side BC. Ensure all lines are solid black and all points are marked with solid black dots, with labels A, B, C, D, E, F, and G placed near their respective points.",4
2478,"Cities $A$, $B$, $C$, $D$, and $E$ are connected by roads $\widetilde{AB}$, $\widetilde{AD}$, $\widetilde{AE}$, $\widetilde{BC}$, $\widetilde{BD}$, $\widetilde{CD}$, $\widetilde{DE}$.  How many different routes are there from $A$ to $B$ that use each road exactly once?  (Such a route will necessarily visit cities more than once.)

<image1>",graph theory,"Draw a graph with 5 nodes (A, B, C, D, E) and 7 curved edges connecting them, where A is at the bottom-left, B at the bottom-right, C at the top-right, D at the top-center, and E at the left. The edges connect the nodes as follows: A to B, A to D, A to E, B to C, B to D, C to D, and D to E. Use solid black lines for the edges and label each node with its corresponding letter.",4
2479,"A $4\times 4\times h$ rectangular box contains a sphere of radius $2$ and eight smaller spheres of radius $1$.  The smaller spheres are each tangent to three sides of the box, and the larger sphere is tangent to each of the smaller spheres.  What is $h$?

<image1>",solid geometry,"Draw a 3D rectangular prism with a large gray sphere centered inside, surrounded by 8 smaller gray spheres, 4 above and 4 below, all shaded to show depth. The spheres are tangent to each other and the box's edges, with the large sphere's diameter roughly twice that of the smaller spheres. The box has a square base and is taller than it is wide, with solid black edges and a white background.",4
2480,"Convex quadrilateral $ABCD$ has $AB = 3, BC = 4, CD = 13, AD = 12,$ and $\angle ABC = 90^\circ,$ as shown. What is the area of the quadrilateral?

<image1>",metric geometry - area,"Draw a convex quadrilateral with vertices labeled B, A, C, D. The quadrilateral has a right angle at B, and its sides are formed by connecting the vertices in order. Place B at the top left, A to the right of B, C below B, and D to the right of C. Ensure that segment AB is horizontal, BC is vertical, and CD and AD are sloping downward to the right. Include a small square right-angle marker at vertex B.",4
2481,"In the figure, $ABCD$ is a square of side length 1. The rectangles $JKHG$ and $EBCF$ are congruent. What is $BE$?
<image1>",metric geometry - length,"Draw a square $ABCD$ with vertices labeled $A$, $B$, $C$, and $D$. Inside the square, draw a vertical rectangle $EBCF$ with $E$ on the bottom edge and $F$ on the top edge. Draw a tilted rectangle $JKHG$ with $J$ on the bottom edge, $K$ on the interior vertical segment, $H$ on the top edge, and $G$ on the right edge. Label all vertices and ensure the rectangles overlap as described.",4
2482,"A collection of circles in the upper half-plane, all tangent to the $x$-axis, is constructed in layers as follows.  Layer $L_0$ consists of two circles of radii $70^2$ and $73^2$ that are externally tangent.  For $k\geq 1$, the circles in $\textstyle\bigcup_{j=0}^{k-1} L_j$ are ordered according to their points of tangency with the $x$-axis.  For every pair of consecutive circles in this order, a new circle is constructed externally tangent to each of the two circles in the pair.  Layer $L_k$ consists of the $2^{k-1}$ circles constructed in this way.  Let $S=\textstyle\bigcup_{j=0}^6 L_j$, and for every circle $C$ denote by $r(C)$ its radius.  What is \[\sum_{C\in S}\frac{1}{\sqrt{r(C)}}?\]

<image1>",algebra,"Draw a horizontal line across the bottom, representing the x-axis. Above it, create a symmetric arrangement of circles, all tangent to the x-axis, with two extremely large circles on the far left and right, a large central circle, and multiple smaller circles in between, decreasing in size. Add two curved black lines rising from the left and right, meeting at a sharp cusp at the top center, enclosing a white region above the circles. Fill all circles with light gray and use thin black lines for outlines.",4
2483,"The five small shaded squares inside this unit square are congruent and have disjoint interiors. The midpoint of each side of the middle square coincides with one of the vertices of the other four small squares as shown. The common side length is $\frac{a-\sqrt{2}}{b}$, where $a$ and $b$ are positive integers. What is $a+b$ ?

<image1>",metric geometry - length,"Draw a large square with a thick black border, containing 5 congruent medium-gray squares: 4 axis-aligned squares in the corners and 1 rotated 45° square (diamond) in the center. The diamond's vertices point up, right, down, and left, and are separated from the corner squares by white space, forming a cross-shaped white corridor.",4
2484,"In $\triangle ABC$, $AB = 6$, $BC = 7$, and $CA = 8$. Point $D$ lies on $\overline{BC}$, and $\overline{AD}$ bisects $\angle BAC$. Point $E$ lies on $\overline{AC}$, and $\overline{BE}$ bisects $\angle ABC$. The bisectors intersect at $F$. What is the ratio $AF$ : $FD$?

<image1>",metric geometry - length,"Draw a triangle ABC with A at the bottom-left, B at the bottom-right, and C at the top. Label points D on side BC and E on side AC. Add internal segments AD and BE, intersecting at point F. Include labels A, B, C, D, E, and F. Use solid black lines and text on a white background.",4
2485,"In $\triangle ABC$ shown in the figure, $AB=7$, $BC=8$, $CA=9$, and $\overline{AH}$ is an altitude. Points $D$ and $E$ lie on sides $\overline{AC}$ and $\overline{AB}$, respectively, so that $\overline{BD}$ and $\overline{CE}$ are angle bisectors, intersecting $\overline{AH}$ at $Q$ and $P$, respectively. What is $PQ$?

<image1>",metric geometry - length,"Draw a large triangle ABC with vertices A, B, and C, and sides AB, BC, and AC labeled with lengths 7, 8, and 9, respectively. Include points D on AC, E on AB, and H on BC, with line segments AH, BD, and CE, and intersection points P and Q on AH. Label all vertices and points, and include the given side lengths. Use solid black lines on a white background.",4
2486,"In the figure below, semicircles with centers at $A$ and $B$ and with radii $2$ and $1$, respectively, are drawn in the interior of, and sharing bases with, a semicircle with diameter $\overline{JK}$. The two smaller semicircles are externally tangent to each other and internally tangent to the largest semicircle. A circle centered at $P$ is drawn externally tangent to the two smaller semicircles and internally tangent to the largest semicircle. What is the radius of the circle centered at $P$?

<image1>",metric geometry - length,"Draw a large semicircle with diameter JK, and two smaller semicircles inside it, one with center A and the other with center B, both sharing the same baseline JK. Add a full circle above the right semicircle, tangent to the large semicircle and the two smaller semicircles, with its center labeled P. Label points J, A, B, and K on the baseline.",4
2487,"Square $ABCD$ has side length $30$. Point $P$ lies inside the square so that $AP = 12$ and $BP = 26$. The centroids of $\triangle{ABP}$, $\triangle{BCP}$, $\triangle{CDP}$, and $\triangle{DAP}$ are the vertices of a convex quadrilateral. What is the area of that quadrilateral?

<image1>",metric geometry - area,"Draw a square with vertices labeled A (top-left), B (bottom-left), C (bottom-right), and D (top-right). Inside the square, draw a point P, connected to each vertex by a solid black line segment. Position P slightly left of the square's center and above its midpoint. Include no measurements, special geometric marks, or shading.",4
2488,"Circles $\omega_1$, $\omega_2$, and $\omega_3$ each have radius $4$ and are placed in the plane so that each circle is externally tangent to the other two.  Points $P_1$, $P_2$, and $P_3$ lie on $\omega_1$, $\omega_2$, and $\omega_3$ respectively such that $P_1P_2=P_2P_3=P_3P_1$ and line $P_iP_{i+1}$ is tangent to $\omega_i$ for each $i=1,2,3$, where $P_4 = P_1$.  See the figure below.  The area of $\triangle P_1P_2P_3$ can be written in the form $\sqrt{a}+\sqrt{b}$ for positive integers $a$ and $b$.  What is $a+b$?

<image1>",metric geometry - area,"Draw a diagram with 3 equal-sized circles, labeled ω₁, ω₂, and ω₃, arranged in a triangular formation where each circle touches the other two. Label 3 points on the circles as P₁, P₂, and P₃, and connect them to form a triangle with solid black lines. Shade the interior of the triangle with light gray. Place the labels ω₁, ω₂, and ω₃ outside their respective circles, and the labels P₁, P₂, and P₃ near their respective points.",4
2489,"The figure below is a map showing $12$ cities and $17$ roads connecting certain pairs of cities. Paula wishes to travel along exactly $13$ of those roads, starting at city $A$ and ending at city $L,$ without traveling along any portion of a road more than once. (Paula is allowed to visit a city more than once.)  How many different routes can Paula take?

<image1>",combinatorics,"Draw a 3x4 rectangular grid of 12 black circular nodes connected by 17 solid black line segments, with the top-left node labeled ""A"" and the bottom-right node labeled ""L"", on a white background.",4
2490,"Right triangle $ACD$ with right angle at $C$ is constructed outwards on the hypotenuse $\overline{AC}$ of isosceles right triangle $ABC$ with leg length $1$, as shown, so that the two triangles have equal perimeters. What is $\sin(2\angle BAD)$?
<image1>",metric geometry - angle,"Draw a diagram with two connected right triangles, ABC and ACD, where ABC is an isosceles right triangle with leg lengths labeled ""1"" and ACD shares side AC with ABC. Label vertices A, B, C, and D, and include right-angle squares at vertices B and C. Position B at the bottom left, A at the bottom right, C above B, and D above and to the right of C.",4
2491,"The acronym AMC is shown in the rectangular grid below with grid lines spaced $1$ unit apart. In units, what is the sum of the lengths of the line segments that form the acronym AMC$?$

<image1>",metric geometry - length,"Draw a rectangular grid with 4 horizontal dashed lines and multiple vertical dashed lines, forming square cells. On this grid, draw the letters ""A"", ""M"", and ""C"" from left to right using thick black line segments, with ""A"" formed by a diagonal, vertical, and horizontal line, ""M"" formed by two vertical and two diagonal lines, and ""C"" formed by a vertical and two horizontal lines. Position the letters to align with the grid, with each letter approximately 2 units wide and 3 units tall, and 1 unit of horizontal space between them.",4
2492,"In the plane figure shown below, $3$ of the unit squares have been shaded. What is the least number of additional unit squares that must be shaded so that the resulting figure has two lines of symmetry$?$

<image1>",combinatorial geometry,"Draw a 4x5 grid of unit squares with 3 shaded squares: one in the top row, second column, one in the third row, third column, and one in the bottom row, fifth column. The grid lines are black and the shaded squares are light gray.",4
2493,"In the figure, equilateral hexagon $ABCDEF$ has three nonadjacent acute interior angles that each measure $30^\circ$. The enclosed area of the hexagon is $6\sqrt{3}$. What is the perimeter of the hexagon?
<image1>",metric geometry - length,"Draw a hexagon with 6 vertices labeled A, B, C, D, E, F, connected in sequence. Place A at the top center, with B and F below on the left and right, and C and E at the bottom left and right, and D at the bottom center. Use solid black lines and uniform thickness, with no measurements or special notation. The background is white.",4
2494,"Let $ABCD$ be an isosceles trapezoid with $\overline{BC}\parallel \overline{AD}$ and $AB=CD$. Points $X$ and $Y$ lie on diagonal $\overline{AC}$ with  $X$ between $A$ and $Y$, as shown in the figure. Suppose $\angle AXD = \angle BYC = 90^\circ$, $AX = 3$, $XY = 1$, and $YC = 2$. What is the area of $ABCD?$

<image1>",metric geometry - area,"Draw a diamond-shaped quadrilateral ABCD with vertices labeled A, B, C, D, and a horizontal diagonal AC. On AC, mark points X and Y, with Y closer to C and X closer to A. Label the segments on AC as CY = 2, YX = 1, and XA = 3. Add vertical segments BY and DX, with right-angle markers at Y and X. Ensure all lines are solid and black, and include small black dots for the vertices and points X and Y.",4
2495,"Let $ABCD$ be an isoceles trapezoid having parallel bases $\overline{AB}$ and $\overline{CD}$ with $AB>CD$. Line segments from a point inside $ABCD$ to the vertices divide the trapezoid into four triangles whose areas are $2, 3, 4,$ and $5$ starting with the triangle with base $\overline{CD}$ and moving clockwise as shown in the diagram below. What is the ratio $\frac{AB}{CD}?$

<image1>",metric geometry - length,"Draw an isosceles trapezoid ABCD with AB as the longer base and CD as the shorter base. Label the vertices A, B, C, and D. Draw line segments from an internal point to each vertex, dividing the trapezoid into four triangles. Label the triangles with areas 2, 3, 4, and 5, starting from the top triangle with base CD and moving clockwise. Use solid black lines and uniform thickness, with black text on a white background.",4
2496,"Let $ABCD$ be a parallelogram with area $15$. Points $P$ and $Q$ are the projections of $A$ and $C,$ respectively, onto the line $BD;$ and points $R$ and $S$ are the projections of $B$ and $D,$ respectively, onto the line $AC$. See the figure, which also shows the relative locations of these points.
<image1>

Suppose $PQ=6$ and $RS=8,$ and let $d$ denote the length of $\overline{BD},$ the longer diagonal of $ABCD$. Then $d^2$ can be written in the form $m+n\sqrtp,$ where $m,n,$ and $p$ are positive integers and $p$ is not divisible by the square of any prime. What is $m+n+p?$",metric geometry - length,"Draw a parallelogram ABCD with solid edges and diagonals AC and BD. Label vertices A, B, C, D and points P, Q on diagonal BD, and points R, S off the parallelogram. Add dashed lines from A to P, C to Q, D to S, and B to R, with right-angle squares at P, Q, R, and S. Position P left of center on BD, Q right of center, S below-left of A, and R above-right of C.",4
2497,"Five rectangles, $A$, $B$, $C$, $D$, and $E$, are arranged in a square as shown below. These rectangles have dimensions $1\times6$, $2\times4$, $5\times6$, $2\times7$, and $2\times3$, respectively. (The figure is not drawn to scale.) Which of the five rectangles is the shaded one in the middle?
<image1>",combinatorial geometry,"Draw a square subdivided into 5 rectangles by solid black lines. The top-left rectangle is large, the top-right rectangle is tall and narrow, and the central rectangle is shaded gray. The bottom-left and bottom-right rectangles fill the remaining space, with the bottom-right rectangle being wide and short. All rectangles share common boundaries, forming a complete square.",4
2498,"In $\triangle{ABC}$ medians $\overline{AD}$ and $\overline{BE}$ intersect at $G$ and $\triangle{AGE}$ is equilateral. Then $\cos(C)$ can be written as $\frac{m\sqrtp}n$, where $m$ and $n$ are relatively prime positive integers and $p$ is a positive integer not divisible by the square of any prime. What is $m+n+p?$
<image1>",metric geometry - angle,"Draw a scalene triangle ABC with vertex A at the top and base BC horizontal at the bottom, with B on the left and C on the right. Label points A, B, and C, and add points D on BC and E on AC, with D closer to B and E closer to A. Draw solid line segments AD and BE, intersecting at point G inside the triangle. Label point G and ensure all lines are solid and black on a white background.",4
2499,"The figure below depicts a regular 7-gon inscribed in a unit circle.
<image1>
What is the sum of the 4th powers of the lengths of all 21 of its edges and diagonals?",metric geometry - length,"Draw a large circle with 7 equally spaced points on its circumference. Connect each point to every other point with a solid black line, forming a complete graph with 21 line segments. Place the circle in the center of the image on a white background, with all lines and points rendered in black.",4
2500,"Four regular hexagons surround a square with a side length $1$, each one sharing an edge with the square, as shown in the figure below. The area of the resulting 12-sided outer nonconvex polygon can be written as $m\sqrt{n} + p$, where $m$, $n$, and $p$ are integers and $n$ is not divisible by the square of any prime. What is $m + n + p$?

<image1>",metric geometry - area,"Draw a 2D diagram with a central square surrounded by four regular hexagons, one on each side, sharing an edge with the square. The outer boundary forms a nonconvex 12-sided polygon. Use solid black lines on a white background, with the outer boundary thicker than the inner lines. Ensure the figure is symmetric about the center of the square.",4
2501,"Usain is walking for exercise by zigzagging across a $100$-meter by $30$-meter rectangular field, beginning at point $A$ and ending on the segment $\overline{BC}$. He wants to increase the distance walked by zigzagging as shown in the figure below $(APQRS)$. What angle $\theta=\angle PAB=\angle QPC=\angle RQB=\cdots$ will produce in a length that is $120$ meters? (Do not assume the zigzag path has exactly four segments as shown; there could be more or fewer.)

<image1>",metric geometry - angle,"Draw a horizontal rectangle with vertices labeled A, B, C, and D. Inside the rectangle, draw a zigzag path starting at A, going up to P on the top edge, down to Q on the bottom edge, up to R on the top edge, and down to S on the right edge. Label points A, B, C, D, Q, and S with filled black dots. Mark four angles with a small arc and the Greek letter θ: at A, P, Q, and R. Use solid black lines for all segments and labels, on a white background.",4
2502,"Rows 1, 2, 3, 4, and 5 of a triangular array of integers are shown below:
<image1>

Each row after the first row is formed by placing a 1 at each end of the row, and each interior entry is 1 greater than the sum of the two numbers diagonally above it in the previous row. What is the units digit of the sum of the 2023 numbers in the 2023rd row?",algebra,"Draw a triangular array of integers with 5 rows, centered horizontally. The rows, from top to bottom, are: 1, 1 1, 1 3 1, 1 5 5 1, 1 7 11 7 1. Each number is black text on a white background, with consistent spacing between numbers and rows.",4
2503,"﻿A lampshade is made in the form of the lateral surface of the frustum of a right circular cone. The height of the frustum is $3\sqrt{3}$ inches, its top diameter is 6 inches, and its bottom diameter is 12 inches. A bug is at the bottom of the lampshade and there is a glob of honey on the top edge of the lampshade at the spot farthest from the bug. The bug wants to crawl to the honey, but it must stay on the surface of the lampshade. What is the length in inches of its shortest path to the honey?

<image1>",solid geometry,"Draw a 3D frustum of a right circular cone with a smaller top circular opening and a larger bottom circular base, centered in the image. Label ""Honey"" on the upper left and ""Bug"" on the right side, with corresponding small black dots on the frustum's surface. Include a dashed curved line on the upper lateral surface, spanning from the left-upper region toward the right-upper region. Shade the frustum in gray tones, with a darker interior at the top opening, on a white background.",4
2504,"What is the area of polygon $ ABCDEF$?

<image1>",metric geometry - area,"Draw a 6-sided rectilinear polygon with vertices labeled A, B, C, D, E, F. The top edge from A to B is labeled 6, the right edge from B to C is labeled 9, the bottom edge from D to C is labeled 4, and the left edge from A to the notch is labeled 5. Place the text ""All angles in this diagram are right"" below the polygon. The polygon has a rectangular notch on its left side, creating an inward corner at E. Position the polygon in the upper portion of the image.",4
2505,"<image1>

The bar graph shows the grades in a mathematics class for the last grading period.  If A, B, C, and D are satisfactory grades, what fraction of the grades shown in the graph are satisfactory?",statistics,"Draw a bar graph with 2 axes and 5 vertical rectangular bars. Label the y-axis ""# of Students"" with values 1-5 and the x-axis ""Grade"" with categories A, B, C, D, F. The bars for A and F reach 5, B reaches 4, and C and D reach 3. Use solid black lines and white background. Position the y-axis label on the left and the x-axis label below the bars.",4
2506,"<image1>

A ""stair-step"" figure is made up of alternating black and white squares in each row.  Rows $ 1$ through $ 4$ are shown.  All rows begin and end with a white square.  The number of black squares in the $ 37$th row is",algebra,"Draw a 2D stair-step pattern of 4 rows of squares, with 7 squares in the bottom row, 5 in the second row, 3 in the third row, and 1 in the top row. Each row starts and ends with a white square, and the squares alternate between black and white. Use solid black lines to outline the squares.",4
2507,"<image1>

A piece of paper containing six joined squares labeled as shown in the diagram is folded along the edges of the squares to form a cube.  The label of the face opposite the face labeled $ \text{X}$ is:",solid geometry,"Draw a 2D net of a cube with 6 equal squares, arranged in a cross-like pattern. The squares are labeled U, V, W, X, Y, and Z, with U, V, and W in a horizontal row, Y above W, and X and Z below V in a vertical column.",4
2508,"<image1>

In a magic triangle, each of the six whole numbers $ 10-15$ is placed in one of the circles so that the sum, $ S$, of the three numbers on each side of the triangle is the same.  The largest possible value for $ S$ is",algebra,"Draw a large equilateral triangle with 6 identical empty circles, one at each vertex and one at the midpoint of each side, connected by solid black lines, on a white background, with no text, labels, or numerical values.",4
2509,"<image1>

Five cards are lying on a table as shown.  Each card has a letter on one side and a whole number on the other side.  Jane said, ""If a vowel is on one side of any card, then an even number is on the other side.""  Mary showed Jane was wrong by turning over one card.  Which card did Mary turn over?",logic,"Draw a diagram with 5 identical rectangular cards in 2 rows on a white background. The top row has 2 cards with ""P"" and ""Q"" centered in them. The bottom row has 3 cards with ""3"", ""4"", and ""6"" centered in them, spaced evenly apart. All text is black and in a standard font. The cards are oriented vertically and are the same size, with thin black outlines and white interiors.",4
2510,"<image1>

Using only the paths and the directions shown, how many different routes are there from $ M$ to $ N$?",graph theory,"Draw a directed graph in the shape of a large upright triangle with vertices labeled M (top), D (bottom left), and N (bottom right). Include nodes A (left side, mid-height) and B (right side, mid-height) and C (bottom center). Connect M to A and B with arrows pointing downward. Connect A to B (arrow pointing left), D (arrow pointing down), and C (arrow pointing down). Connect B to C (arrow pointing down) and N (arrow pointing down). Connect D to C (arrow pointing right) and C to N (arrow pointing right). Use solid black lines and arrows to indicate direction, with labels M, A, B, D, C, N in black text on a white background.",4
2511,"<image1>

The table displays the grade distribution of the $ 30$ students in a mathematics class on the last two tests.  For example, exactly one student received a ""D"" on Test 1 and a ""C"" on Test 2.  What percent of the students received the same grade on both tests?",statistics,"Draw a 5x5 grid table with solid black borders and internal grid lines. Label the top center ""TEST 2"" and the left side ""TEST 1"". Add column headers A, B, C, D, F and row headers A, B, C, D, F. Fill in the cells with numbers: 
Row A: 2, 2, 1, 0, 0
Row B: 1, 4, 3, 0, 0
Row C: 1, 3, 5, 2, 0
Row D: 0, 0, 1, 1, 1
Row F: 0, 0, 2, 1, 0. Include a diagonal line separating ""TEST 1"" and ""TEST 2"" labels. Use black text and lines on a white background.",4
2512,"<image1>

Given that all angles shown are marked, the perimeter of the polygon shown is",metric geometry - length,"Draw a 2D L-shaped polygon with 6 sides, having a long top horizontal edge labeled ""8"" and a left vertical edge labeled ""6"", with right angles at all corners, and a step-like indentation on the right side, using solid black lines on a white background.",4
2513,"<image1>

A bar graph shows the number of hamburgers sold by a fast food chain each season.  However, the bar indicating the number sold during the winter is covered by a smudge.  If exactly $ 25 \%$ of the chain's hamburgers are sold in the fall, how many million hamburgers are sold in the winter?",statistics,"Draw a bar graph with 4 vertical rectangular bars, each representing a season (Spring, Summer, Fall, Winter), on a white background. The vertical axis is labeled ""hamburgers (millions)"" with tick marks at 0.5 increments from 1.0 to 5.0. The horizontal axis is labeled ""season"" with the seasons listed below each bar. The bars are bright yellow with black outlines, and the Winter bar is partially covered by a dark red/burgundy oval smudge. The Spring bar reaches 4.5, the Summer bar reaches 5.0, and the Fall bar reaches 4.0.",4
2514,"<image1>

Suppose one of the eight lettered identical squares is included with the four squares in the T-shaped figure outlined.  How many of the resulting figures can be folded into a topless cubical box?",solid geometry,"Draw a 2D diagram of 10 identical squares, with 8 labeled A to H, arranged in a cross-like pattern: A at the top, B and C in the second row, D, a blank, and E in the third row, F, a blank, and G in the fourth row, and H at the bottom.",4
2515,"<image1>

The large circle has diameter $ \overline{AC}$.  The two small circles have their centers on $ \overline{AC}$ and just touch at $ O$, the center of the large circle.  If each small circle has radius $ 1$, what is the value of the ratio of the area of the shaded region to the area of one of the small circles?",metric geometry - area,"Draw a large circle with a horizontal dashed diameter line, labeled ""A"" on the left and ""C"" on the right. Inside, draw two equal small circles, tangent to each other at the center ""O"" and to the large circle, with their centers on the diameter line. Label the center of each small circle with ""1"". Shade the region inside the large circle but outside the small circles.",4
2516,"The area of the rectangular region is

<image1>",metric geometry - area,"Draw a rectangle with a solid black outline on a white background, wider than it is tall. Label "".22 m"" to the right of the rectangle and "".4 m"" below it, indicating height and width, respectively. Position the labels near the center of the respective sides.",4
2517,"The large cube shown is made up of $27$ identical sized smaller cubes.  For each face of the large cube, the opposite face is shaded the same way.  The total number of smaller cubes that must have at least one face shaded is
<image1>",solid geometry,"Draw a 3D cube composed of 27 smaller identical cubes in a 3x3x3 structure. The cube should be oriented to show three faces: the front, top, and right side. Each face should display a checkerboard pattern of 3x3 black and white squares, with the black squares filled solid black and the white squares left white. The lines outlining the cubes should be solid and black. The cube should be centered in the image with no labels, text, or numerical values.",4
2518,"What fraction of the large $12$ by $18$ rectangular region is shaded?

<image1>",metric geometry - area,"Draw a large rectangle with a width of 18 units and a height of 12 units. Inside, include a horizontal line at the 6-unit height mark, dividing the rectangle into two parts. Add four vertical lines in the lower right portion, creating narrow strips, with the rightmost strip filled with solid black shading. Label the left side with ""12"" at the top, ""6"" at the midpoint, and ""0"" at the bottom, and the bottom edge with ""9"" and ""18"" from left to right.",4
2519,"$\text{ABCD}$ is a rectangle, $\text{D}$ is the center of the circle, and $\text{B}$ is on the circle.  If $\text{AD}=4$ and $\text{CD}=3$, then the area of the shaded region is between

<image1>",metric geometry - area,"Draw a circle with a rectangle inside, where the rectangle's bottom-left corner is at the circle's center (labeled D) and its top-right corner touches the circle (labeled B). Label the other corners A (top-left) and C (bottom-right). Include a shaded region between the circle and the rectangle in the upper-right quadrant.",4
